epoch,accuracy,dice_coef,f1_m,iou_m,loss,lr,precision_m,recall_m,val_accuracy,val_dice_coef,val_f1_m,val_iou_m,val_loss,val_precision_m,val_recall_m
0,0.5013455152511597,0.18146687746047974,0.18146809935569763,0.10310380160808563,2.443739414215088,1e-04,0.11098354309797287,0.6085343956947327,0.7890645265579224,0.22724215686321259,0.22724364697933197,0.13411860167980194,2.180359363555908,0.15841223299503326,0.46388253569602966
1,0.8660247921943665,0.47441068291664124,0.47441115975379944,0.31575432419776917,1.8481547832489014,1e-04,0.3472491204738617,0.8062783479690552,0.8372286558151245,0.4237607717514038,0.4237612783908844,0.2735294997692108,2.247271776199341,0.2881130576133728,0.8555437922477722
2,0.9263800978660583,0.6234118342399597,0.6234120726585388,0.4564431309700012,1.5655704736709595,1e-04,0.5120609402656555,0.8259207010269165,0.9089677333831787,0.5712108612060547,0.5712110996246338,0.4035400152206421,1.8162972927093506,0.4303956925868988,0.8891294598579407
3,0.9418401122093201,0.6715455651283264,0.671545684337616,0.5085291862487793,1.4128917455673218,1e-04,0.5825495719909668,0.8202763795852661,0.9238079786300659,0.6172335147857666,0.6172338128089905,0.44963470101356506,1.594725251197815,0.4847707748413086,0.8930252194404602
4,0.9496435523033142,0.7091944813728333,0.7091947793960571,0.5526134967803955,1.297122597694397,1e-04,0.6332077383995056,0.8287373781204224,0.9390137791633606,0.6797853112220764,0.6797855496406555,0.5169277787208557,1.414286732673645,0.571227490901947,0.8596670031547546
5,0.9513421654701233,0.7204293012619019,0.7204294204711914,0.5652796626091003,1.2223994731903076,1e-04,0.6493875980377197,0.8287546634674072,0.9486539959907532,0.7120184898376465,0.7120186686515808,0.5559003949165344,1.265851378440857,0.6542620062828064,0.7979556918144226
6,0.9532601833343506,0.7263811230659485,0.7263811826705933,0.5722700357437134,1.1633517742156982,1e-04,0.66126549243927,0.8266871571540833,0.9468880295753479,0.6992037892341614,0.6992039084434509,0.5418120622634888,1.2055318355560303,0.6385995149612427,0.7974359393119812
7,0.9544709324836731,0.7353889346122742,0.735388994216919,0.5839639902114868,1.1093051433563232,1e-04,0.6725937724113464,0.8294340968132019,0.9471328258514404,0.7217249870300293,0.7217252850532532,0.5673549771308899,1.1483033895492554,0.6277955174446106,0.8647457957267761
8,0.9557693600654602,0.7396358251571655,0.7396361231803894,0.5899735689163208,1.0613168478012085,1e-04,0.6736959218978882,0.8333059549331665,0.9504186511039734,0.7276737689971924,0.7276738286018372,0.5755413174629211,1.090509295463562,0.6695048809051514,0.8102567195892334
9,0.9572111964225769,0.7493758797645569,0.749376118183136,0.6019249558448792,1.0091030597686768,1e-04,0.6897645592689514,0.8317610621452332,0.9538211822509766,0.7389109134674072,0.7389111518859863,0.588468611240387,1.0386388301849365,0.7109366059303284,0.7776950001716614
10,0.9571488499641418,0.7500348091125488,0.7500350475311279,0.602809488773346,0.9795470833778381,1e-04,0.690100371837616,0.8369137644767761,0.9526246190071106,0.7425594925880432,0.7425596117973328,0.5934279561042786,1.0066300630569458,0.6776807308197021,0.8332863450050354
11,0.9576961398124695,0.7518243789672852,0.7518244385719299,0.6054388880729675,0.9487911462783813,1e-04,0.6910202503204346,0.8392996191978455,0.9512999653816223,0.742097795009613,0.7420979142189026,0.5919380784034729,0.9638970494270325,0.6485174298286438,0.8798847794532776
12,0.95908123254776,0.7600416541099548,0.7600418925285339,0.6163225173950195,0.9119964241981506,1e-04,0.7041491270065308,0.8411286473274231,0.9569876790046692,0.7551493048667908,0.7551493644714355,0.6083753108978271,0.9088522791862488,0.7149326205253601,0.8061232566833496
13,0.957436203956604,0.7552576065063477,0.7552576661109924,0.6101832389831543,0.898324728012085,1e-04,0.6982386708259583,0.8362531065940857,0.9518640637397766,0.7389572262763977,0.738957405090332,0.5882179737091064,0.9131171107292175,0.644819974899292,0.8801618218421936
14,0.9594740867614746,0.7624255418777466,0.7624256014823914,0.619057297706604,0.8579912781715393,1e-04,0.7062612771987915,0.8397993445396423,0.9545496106147766,0.7497656941413879,0.7497658729553223,0.6020570993423462,0.8713161945343018,0.6674643158912659,0.8659512996673584
15,0.9605628252029419,0.7673870325088501,0.7673871517181396,0.624889075756073,0.8294652104377747,1e-04,0.7056545615196228,0.8495862483978271,0.9555898904800415,0.7589400410652161,0.7589401602745056,0.6135699152946472,0.8472947478294373,0.6770984530448914,0.8698177933692932
16,0.960859477519989,0.7669154405593872,0.766915500164032,0.6241479516029358,0.8082230687141418,1e-04,0.7119772434234619,0.8453303575515747,0.9560868740081787,0.7537825107574463,0.7537826895713806,0.6068423390388489,0.8115944266319275,0.6749861240386963,0.86712646484375
17,0.96148681640625,0.7727137804031372,0.7727140188217163,0.6328471899032593,0.7815817594528198,1e-04,0.7188770174980164,0.8448964357376099,0.9580708742141724,0.7551631331443787,0.7551632523536682,0.6094143986701965,0.7905840277671814,0.7214703559875488,0.7968988418579102
18,0.9611718654632568,0.7678308486938477,0.767831027507782,0.6265512108802795,0.7680973410606384,1e-04,0.7138507962226868,0.8423634171485901,0.956960141658783,0.7627520561218262,0.762752115726471,0.6185697913169861,0.7640818357467651,0.6862570643424988,0.8687369227409363
19,0.961559534072876,0.7742999196052551,0.7743000984191895,0.6350268721580505,0.7445469498634338,1e-04,0.7212618589401245,0.8441632390022278,0.9599663019180298,0.7698953747749329,0.7698953747749329,0.6272273659706116,0.7306062579154968,0.7197408080101013,0.8321914672851562
20,0.9604263305664062,0.7694084644317627,0.7694085240364075,0.6294718980789185,0.7356045842170715,1e-04,0.7152156233787537,0.8427349925041199,0.9551445245742798,0.7576858997344971,0.7576861381530762,0.6116589307785034,0.7264212965965271,0.6765140891075134,0.8728852868080139
21,0.9631644487380981,0.78181391954422,0.7818139791488647,0.6439307332038879,0.7039574384689331,1e-04,0.7295197248458862,0.8530719876289368,0.9593499302864075,0.7692441940307617,0.7692442536354065,0.6263580322265625,0.691421627998352,0.7017736434936523,0.8566505908966064
22,0.9629818797111511,0.7817195057868958,0.7817196249961853,0.6438652873039246,0.684167742729187,1e-04,0.7314088344573975,0.8474248647689819,0.9588958621025085,0.7700249552726746,0.7700250744819641,0.6278852820396423,0.6757187247276306,0.6885203719139099,0.8799996972084045
23,0.9635055661201477,0.7861601114273071,0.7861602306365967,0.6496943831443787,0.66745924949646,1e-04,0.7401859164237976,0.8498396873474121,0.9584752917289734,0.766185462474823,0.7661855220794678,0.6229602098464966,0.6733574271202087,0.7199325561523438,0.8261980414390564
24,0.9640612602233887,0.7871943116188049,0.7871943712234497,0.6512665748596191,0.6513317227363586,1e-04,0.7392224073410034,0.8489193916320801,0.9594840407371521,0.7646809220314026,0.7646810412406921,0.6208919882774353,0.6617081761360168,0.7235358357429504,0.8179876804351807
25,0.9650459885597229,0.7910115718841553,0.7910118699073792,0.6571281552314758,0.6303291320800781,1e-04,0.7488934993743896,0.8462281227111816,0.9574095606803894,0.7675855755805969,0.7675856947898865,0.6245988011360168,0.6518949866294861,0.7102525234222412,0.84224534034729
26,0.9634877443313599,0.7846617698669434,0.7846619486808777,0.6484286189079285,0.6255794167518616,1e-04,0.7419458627700806,0.8457968831062317,0.9596624970436096,0.7454141974449158,0.7454143166542053,0.5958395600318909,0.629078209400177,0.7806829810142517,0.7167382836341858
27,0.9641088843345642,0.7854915261268616,0.7854916453361511,0.65022873878479,0.609744668006897,1e-04,0.7425931692123413,0.8436065316200256,0.9587878584861755,0.7693563103675842,0.7693564891815186,0.627583920955658,0.6119695901870728,0.7135531306266785,0.8408684134483337
28,0.9658233523368835,0.7946285009384155,0.7946285605430603,0.6621007323265076,0.5892394185066223,1e-04,0.7494118809700012,0.8515492081642151,0.9592788219451904,0.7561723589897156,0.7561724185943604,0.6111319661140442,0.6068169474601746,0.7381253838539124,0.7829028964042664
29,0.9660254716873169,0.7915522456169128,0.7915524244308472,0.6569262146949768,0.57426917552948,1e-04,0.7548154592514038,0.8437644243240356,0.9605672359466553,0.7685260772705078,0.7685262560844421,0.626422107219696,0.5806340575218201,0.7313170433044434,0.8145167231559753
30,0.9673337936401367,0.8010331392288208,0.8010331392288208,0.6694962978363037,0.5563048124313354,1e-04,0.7641918063163757,0.8491194844245911,0.9600213170051575,0.7624029517173767,0.7624030113220215,0.618168830871582,0.5818997025489807,0.7277851104736328,0.8052651286125183
31,0.9655937552452087,0.7954253554344177,0.7954253554344177,0.6625967025756836,0.5539564490318298,1e-04,0.751309871673584,0.8540965914726257,0.9546193480491638,0.766362190246582,0.7663623690605164,0.6229804158210754,0.6323908567428589,0.6706475615501404,0.9006537795066833
32,0.967175304889679,0.7986275553703308,0.7986276745796204,0.6672070622444153,0.5365386605262756,1e-04,0.7635118961334229,0.8449977040290833,0.9605062007904053,0.7603960037231445,0.7603960633277893,0.6158060431480408,0.5547193288803101,0.7438307404518127,0.7806260585784912
33,0.9663463234901428,0.7969651222229004,0.7969652414321899,0.6670206189155579,0.5270026326179504,1e-04,0.7576073408126831,0.8492876291275024,0.9592325687408447,0.7585669159889221,0.7585670948028564,0.6140468120574951,0.5781174898147583,0.7482995986938477,0.7739090919494629
34,0.9669755101203918,0.8011391162872314,0.8011393547058105,0.6716585755348206,0.5181916952133179,1e-04,0.7649285793304443,0.846010148525238,0.9591379761695862,0.7690864205360413,0.7690865993499756,0.6269492506980896,0.5481187105178833,0.7239156365394592,0.8250617980957031
35,0.9684852957725525,0.8046322464942932,0.804632306098938,0.675409734249115,0.5000189542770386,1e-04,0.7692015171051025,0.850368857383728,0.9608047008514404,0.7677612900733948,0.7677612900733948,0.6260380148887634,0.5250582695007324,0.7378212809562683,0.8034074902534485
36,0.9676281809806824,0.8041225671768188,0.8041226267814636,0.6743336319923401,0.4921877980232239,1e-04,0.7673474550247192,0.8536297082901001,0.9578978419303894,0.7661353945732117,0.7661354541778564,0.6238090395927429,0.5418896675109863,0.7103973031044006,0.8357526659965515
37,0.9673404097557068,0.8034965395927429,0.8034966588020325,0.6742432117462158,0.4885430335998535,1e-04,0.7653878927230835,0.8524033427238464,0.9591701626777649,0.7635107040405273,0.7635108828544617,0.6202199459075928,0.5290467739105225,0.7352838516235352,0.7988914847373962
38,0.9682795405387878,0.8065021634101868,0.8065022230148315,0.6776493787765503,0.48276248574256897,1e-04,0.7721908092498779,0.8503451347351074,0.9597328901290894,0.7675829529762268,0.7675831317901611,0.6255847215652466,0.5089802742004395,0.7441920638084412,0.7967545986175537
39,0.9678667187690735,0.8063477277755737,0.8063479065895081,0.6773220896720886,0.4711667597293854,1e-04,0.77293860912323,0.8491033315658569,0.9573558568954468,0.7606402039527893,0.7606403827667236,0.6172115206718445,0.5402405858039856,0.6925784945487976,0.852935791015625
40,0.9698132276535034,0.8164600133895874,0.8164600729942322,0.6919927000999451,0.4521190822124481,1e-04,0.7905991077423096,0.849419891834259,0.9597288966178894,0.7728922963142395,0.7728924751281738,0.6331608891487122,0.5103896260261536,0.71287602186203,0.8479176163673401
41,0.9693644046783447,0.8136395812034607,0.8136396408081055,0.6877251267433167,0.4485321342945099,1e-04,0.7809261083602905,0.8559767007827759,0.9576147794723511,0.7618071436882019,0.7618072032928467,0.6190417408943176,0.5169302821159363,0.7177598476409912,0.8172228932380676
42,0.9706200361251831,0.8187615275382996,0.8187615275382996,0.6947216987609863,0.43542248010635376,1e-04,0.7880035042762756,0.858267605304718,0.9618610739707947,0.7773973941802979,0.7773974537849426,0.638144314289093,0.4937756657600403,0.7369392514228821,0.8265965580940247
43,0.9693774580955505,0.8133431077003479,0.8133431673049927,0.6877480149269104,0.43617740273475647,1e-04,0.7815271615982056,0.853771984577179,0.9579166173934937,0.7641757130622864,0.7641758322715759,0.6213107705116272,0.5148290991783142,0.722659170627594,0.8167779445648193
44,0.9697349071502686,0.8158217668533325,0.8158218264579773,0.6910566687583923,0.4305150806903839,1e-04,0.7880113124847412,0.8509354591369629,0.9590105414390564,0.7710424065589905,0.77104252576828,0.6295629143714905,0.5092228651046753,0.7224981188774109,0.831988513469696
45,0.9698915481567383,0.8182795643806458,0.8182796835899353,0.6948890686035156,0.4240471422672272,1e-04,0.7861036062240601,0.8578490018844604,0.9605337381362915,0.7783058285713196,0.7783060073852539,0.6391950249671936,0.49824729561805725,0.7197369933128357,0.853346586227417
46,0.9704055786132812,0.8175299167633057,0.81753009557724,0.693181037902832,0.4215187430381775,1e-04,0.7883755564689636,0.8553406596183777,0.9584370851516724,0.7566396594047546,0.7566397786140442,0.6118689179420471,0.5102265477180481,0.7509145140647888,0.7671181559562683
47,0.9723071455955505,0.8279281258583069,0.827928364276886,0.7077528238296509,0.4042701721191406,1e-04,0.8004889488220215,0.8616806864738464,0.961645781993866,0.7737882137298584,0.7737882733345032,0.6343138217926025,0.48868682980537415,0.7325190901756287,0.8225488066673279
48,0.9715232253074646,0.8271967172622681,0.8271968960762024,0.707606852054596,0.3975556790828705,1e-04,0.7973642349243164,0.8642453551292419,0.9576717615127563,0.7663694024085999,0.7663695216178894,0.623702347278595,0.5228821039199829,0.6939189434051514,0.8598246574401855
49,0.9703999757766724,0.8225457072257996,0.8225457072257996,0.7006604671478271,0.40377065539360046,1e-04,0.7879276871681213,0.8672677278518677,0.9569440484046936,0.7519068717956543,0.7519071102142334,0.6070478558540344,0.5055768489837646,0.717907190322876,0.7957000136375427
50,0.9716523289680481,0.8280118703842163,0.8280119299888611,0.708217978477478,0.3912968039512634,1e-04,0.8045064806938171,0.8568048477172852,0.9562693238258362,0.7596328258514404,0.7596328854560852,0.6157253384590149,0.5175532102584839,0.6893185973167419,0.8543316721916199
51,0.9713770747184753,0.8267483711242676,0.8267484903335571,0.7063429355621338,0.38873764872550964,1e-04,0.7978178262710571,0.8640463352203369,0.9590916633605957,0.7643559575080872,0.7643561959266663,0.6224132776260376,0.49978047609329224,0.7297531962394714,0.8074595928192139
52,0.9721505641937256,0.830156147480011,0.830156147480011,0.7118347883224487,0.3856775462627411,1e-04,0.8078148365020752,0.8598451614379883,0.9596738815307617,0.751839816570282,0.7518399357795715,0.6061353087425232,0.5031326413154602,0.7537386417388916,0.751864492893219
53,0.9733272194862366,0.8398209810256958,0.8398211598396301,0.7251641154289246,0.37078288197517395,5e-05,0.8154200911521912,0.8690900802612305,0.9598227739334106,0.7687821388244629,0.7687821984291077,0.6277957558631897,0.4809913635253906,0.726891040802002,0.819713830947876
54,0.9744235277175903,0.8435574769973755,0.8435574769973755,0.7304156422615051,0.35816526412963867,5e-05,0.8196411728858948,0.873926043510437,0.9587717652320862,0.7594066262245178,0.7594067454338074,0.6169441342353821,0.499876469373703,0.7329667210578918,0.7917342185974121
55,0.9738270044326782,0.8396007418632507,0.8396009206771851,0.7253013253211975,0.3602190315723419,5e-05,0.8164188265800476,0.8687842488288879,0.959303617477417,0.763298511505127,0.7632986903190613,0.6210450530052185,0.48865485191345215,0.737636387348175,0.7946277260780334
56,0.9746971726417542,0.8460785746574402,0.8460785746574402,0.7349938154220581,0.3566722571849823,5e-05,0.8247454166412354,0.8732438683509827,0.9586966633796692,0.756818950176239,0.7568190693855286,0.6132835745811462,0.4943002462387085,0.7299060225486755,0.7886950969696045
57,0.9749188423156738,0.8471196293830872,0.8471196889877319,0.7360725998878479,0.3480875492095947,5e-05,0.8247582912445068,0.8739250898361206,0.9595692157745361,0.7665686011314392,0.766568660736084,0.6246842741966248,0.4846126139163971,0.7333069443702698,0.8066912293434143
58,0.9750348925590515,0.8461237549781799,0.8461238741874695,0.7351706624031067,0.34650710225105286,5e-05,0.8246136903762817,0.872124969959259,0.9583016037940979,0.7604750990867615,0.760475218296051,0.616777241230011,0.4898054599761963,0.7362877726554871,0.7908122539520264
59,0.975879430770874,0.853416919708252,0.8534170389175415,0.7456613183021545,0.3386058807373047,2.5e-05,0.8294309973716736,0.8807157874107361,0.9577730894088745,0.7535008788108826,0.7535011172294617,0.6079608798027039,0.5053925514221191,0.7359035611152649,0.7758992314338684
60,0.9767385721206665,0.8546355366706848,0.8546355366706848,0.7476789355278015,0.33352503180503845,2.5e-05,0.8396103978157043,0.8723689913749695,0.9592519998550415,0.766209065914154,0.7662091255187988,0.6242498159408569,0.4815116226673126,0.7209396362304688,0.8207993507385254
61,0.9766401052474976,0.8549308180809021,0.8549308776855469,0.7475053071975708,0.3318172097206116,2.5e-05,0.8299601674079895,0.8836019039154053,0.958510160446167,0.7609520554542542,0.7609521746635437,0.6179617047309875,0.4936237633228302,0.7328104376792908,0.7949103713035583
62,0.9759010672569275,0.8519130349159241,0.8519130945205688,0.7434585094451904,0.33093032240867615,2.5e-05,0.8326089978218079,0.8747298121452332,0.9585651755332947,0.7581203579902649,0.7581205368041992,0.6143905520439148,0.4897691011428833,0.7333380579948425,0.7884706854820251
63,0.9772311449050903,0.8611554503440857,0.8611555099487305,0.7571002840995789,0.32554540038108826,2.5e-05,0.8389096260070801,0.8870704174041748,0.957993745803833,0.7613518238067627,0.761352002620697,0.618557870388031,0.5019872188568115,0.7275483012199402,0.8041598796844482
64,0.9771128296852112,0.8562055826187134,0.8562055826187134,0.7498928308486938,0.3211328387260437,1.25e-05,0.8389284610748291,0.8771904110908508,0.9576308727264404,0.7582094073295593,0.7582095265388489,0.61469966173172,0.5038248300552368,0.7270802855491638,0.796687662601471
65,0.9777498245239258,0.8606143593788147,0.8606143593788147,0.7564073204994202,0.3196567893028259,1.25e-05,0.8412982821464539,0.8831114172935486,0.9586604237556458,0.7596535086631775,0.7596535682678223,0.6165271401405334,0.4932607412338257,0.7371758818626404,0.7872480750083923
66,0.9763590693473816,0.8536316752433777,0.8536316752433777,0.7462033033370972,0.3269250988960266,1.25e-05,0.8346427083015442,0.8763183951377869,0.9585303068161011,0.7611894607543945,0.7611895203590393,0.618562638759613,0.49101072549819946,0.7328574061393738,0.7953681349754333
67,0.9767642021179199,0.8556028604507446,0.8556028604507446,0.7495056986808777,0.32270684838294983,1.25e-05,0.8294536471366882,0.8859728574752808,0.9580494165420532,0.7560730576515198,0.7560732364654541,0.612277626991272,0.5016180276870728,0.7332920432090759,0.7848212718963623
68,0.9774687886238098,0.8605054020881653,0.8605054616928101,0.7564621567726135,0.31988680362701416,1.25e-05,0.8457406163215637,0.8787346482276917,0.958669126033783,0.7591838836669922,0.7591840624809265,0.6157546639442444,0.49828317761421204,0.7351019978523254,0.7886123657226562
